host,port,server_name,http_method,http_path,http_code,http_headers,error_data
176.125.239.220,443,freedns.controld.dev,HEAD,/,404,,
17.253.52.247,443,doh.dns.apple.com,HEAD,/,404,,
176.125.239.2,443,dns.controld.dev,HEAD,/,404,,
176.125.239.37,443,freedns.controld.dev,HEAD,/,404,,
178.128.143.13,443,doh1.oniprojekt.ninja,HEAD,/,404,,
178.128.143.13,443,doh2.oniprojekt.ninja,HEAD,/,404,,
176.125.239.228,443,dns.controld.dev,HEAD,/,404,,
176.125.239.2,443,freedns.controld.dev,HEAD,/,404,,
176.125.239.160,443,freedns.controld.dev,HEAD,/,404,,
185.253.5.101,443,ams-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.253.5.104,443,ams-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
176.125.239.8,443,dns.controld.dev,HEAD,/,404,,
176.125.239.218,443,freedns.controld.dev,HEAD,/,404,,
176.58.92.236,443,dns1-lhr.securd.com,HEAD,/,404,,
185.253.5.102,443,ams-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
162.14.21.178,443,doh.pub,HEAD,/,301,Strict-Transport-Security: max-age=31536000; includeSubDomains; preload,
185.253.5.103,443,ams-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.253.5.105,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
17.253.30.119,443,ussea4-doh-001.aaplimg.com,HEAD,/,404,,
185.253.5.105,443,ams-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
176.125.239.223,443,freedns.controld.dev,HEAD,/,404,,
176.125.239.157,443,dns.controld.dev,HEAD,/,404,,
17.253.56.119,443,defra3-doh-001.aaplimg.com,HEAD,/,404,,
17.253.54.119,443,doh.dns.apple.com,HEAD,/,404,,
185.253.5.106,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.230.160.78,443,dns-lb.lars-lehmann.net,HEAD,/,302,,
17.253.54.247,443,doh.dns.apple.com,HEAD,/,404,,
185.253.5.113,443,ams-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.253.5.113,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.253.5.108,443,ams-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
176.125.239.9,443,dns.controld.dev,HEAD,/,404,,
162.14.21.56,443,dns.pub,HEAD,/,200,Strict-Transport-Security: max-age=31536000; includeSubDomains; preload,
176.9.200.252,443,ns-doh.licoho.de,HEAD,/,404,Strict-Transport-Security: max-age=31536000; includeSubDomains,
17.253.82.247,443,doh.dns.apple.com,HEAD,/,404,,
176.9.25.158,443,dns.svoi.dev,HEAD,/,404,,
155.248.242.79,443,dnsonline.xyz,HEAD,/,302,,
172.104.175.59,443,dns.9999.sg,HEAD,/,404,Strict-Transport-Security: max-age=31536000; includeSubDomains,
169.48.27.179,443,ca02.dns4me.net,HEAD,/,400,,
185.253.5.126,443,ams-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.253.5.127,443,ams-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.253.5.131,443,ams-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.253.5.124,443,ams-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.253.5.128,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
165.22.253.142,443,www.dns1.ikoniaga.net,HEAD,/,302,,
185.253.5.125,443,ams-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.253.5.126,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.253.5.129,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
176.125.239.13,443,dns.controld.dev,HEAD,/,404,,
185.253.5.134,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
176.9.199.158,443,dns.decloudus.com,HEAD,/,404,,
185.253.5.137,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.253.5.140,443,ams-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.253.5.137,443,ams-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
176.125.239.176,443,freedns.controld.dev,HEAD,/,404,,
185.253.5.13,443,ams-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
176.125.239.229,443,dns.controld.dev,HEAD,/,404,,
16.162.229.103,443,alidns.com,HEAD,/,404,,
185.253.5.138,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.233.105.212,443,dns1.kapite.in,HEAD,/,302,,
152.69.204.173,443,doh.yazawanico.moe,HEAD,/,302,,
185.229.226.28,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.235.81.5,443,doh.dnslify.com,HEAD,/,404,,
185.253.5.111,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.214.10.132,443,doh.pvdh.com,HEAD,/,302,,
170.10.152.54,443,doh-sl5-usb.mimecast.com,HEAD,/,404,,
169.1.243.154,443,dns.google,HEAD,/,200,Strict-Transport-Security: max-age=31536000; includeSubDomains; preload,
17.253.96.247,443,usewr1-doh-002.aaplimg.com,HEAD,/,404,,
185.253.5.140,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
176.74.25.240,443,dnscache.ds.network,HEAD,/,400,,
185.253.5.143,443,ams-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
176.74.25.241,443,dnscache1.ds.network,HEAD,/,400,,
176.74.25.241,443,dnscache.ds.network,HEAD,/,400,,
176.74.25.241,443,dnscache2.ds.network,HEAD,/,400,,
157.245.252.140,443,0.nyc1.dns.gamban.com,HEAD,/,404,,
176.125.239.217,443,freedns.controld.dev,HEAD,/,404,,
176.58.92.236,443,dns.securd.com,HEAD,/,404,,
185.253.5.10,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
17.253.56.119,443,doh.dns.apple.com,HEAD,/,404,,
17.253.82.119,443,doh.dns.apple.com,HEAD,/,404,,
168.95.192.1,443,doh.hinet.net,HEAD,/,-1,,unexpected EOF
174.81.41.112,443,dns64.dns.google,HEAD,/,302,,
185.244.173.222,443,dns.woexp.ru,HEAD,/,302,,
176.125.239.216,443,freedns.controld.dev,HEAD,/,404,,
185.194.94.71,443,dns.circl.lu,HEAD,/,200,,
185.233.107.4,443,dnshome.de,HEAD,/,302,,
185.253.5.112,443,ams-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
176.103.130.130,443,dns-unfiltered.adguard.com,HEAD,/,302,,
17.253.82.213,443,doh.dns.apple.com,HEAD,/,404,,
185.216.27.142,443,doh.42l.fr,HEAD,/,307,Strict-Transport-Security: max-age=31536000; includeSubdomains; preload,
176.125.239.202,443,dns.controld.dev,HEAD,/,404,,
176.125.239.217,443,dns.controld.dev,HEAD,/,404,,
185.233.106.232,443,dnshome.de,HEAD,/,302,,
176.125.239.225,443,dns.controld.dev,HEAD,/,404,,
185.233.107.4,443,dns.dnshome.de,HEAD,/,302,,
168.138.198.137,443,lorc17-dns.komeho.info,HEAD,/,302,,
176.125.239.141,443,freedns.controld.dev,HEAD,/,404,,
176.125.239.209,443,freedns.controld.dev,HEAD,/,404,,
176.125.239.185,443,freedns.controld.dev,HEAD,/,404,,
176.125.239.223,443,dns.controld.dev,HEAD,/,404,,
176.125.239.143,443,dns.controld.dev,HEAD,/,404,,
176.125.239.16,443,dns.controld.dev,HEAD,/,404,,
176.125.239.222,443,freedns.controld.dev,HEAD,/,404,,
185.253.154.66,443,dnses.alekberg.net,HEAD,/,200,,
176.125.239.11,443,dns.controld.dev,HEAD,/,404,,
176.103.130.132,443,dns.adguard.com,HEAD,/,302,,
176.103.130.132,443,176-103-130-132.dns.adguard.com,HEAD,/,302,,
157.245.205.238,443,dns.infosec.xyz,HEAD,/,200,Strict-Transport-Security: max-age=31536000,
159.203.35.192,443,doh.cloudveil.org,HEAD,/,404,,
176.103.130.134,443,176-103-130-134.dns.adguard.com,HEAD,/,302,,
170.10.144.54,443,doh-tor-ca.mimecast.com,HEAD,/,404,,
176.125.239.6,443,freedns.controld.dev,HEAD,/,404,,
176.103.130.132,443,dns-unfiltered.adguard.com,HEAD,/,302,,
176.103.130.134,443,dns.adguard.com,HEAD,/,302,,
185.222.222.222,443,dns.sb,HEAD,/,200,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
178.255.225.67,443,dns.occentus.net,HEAD,/,404,,
176.125.239.178,443,dns.controld.dev,HEAD,/,404,,
176.103.130.131,443,dns-family.adguard.com,HEAD,/,302,,
158.101.197.45,443,od1.duckdns.org,HEAD,/,302,,
178.154.233.200,443,doh.neprixot.com,HEAD,/,400,,
185.253.5.144,443,ams-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.253.5.144,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
161.22.45.107,443,dns.esegece.com,HEAD,/,302,,
185.253.5.108,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
17.253.126.223,443,usdal4-doh-004.aaplimg.com,HEAD,/,404,,
17.253.26.119,443,doh.dns.apple.com,HEAD,/,404,,
164.90.155.71,443,doh.villaraton.is,HEAD,/,200,,
17.253.6.85,443,doh.dns.apple.com,HEAD,/,404,,
162.220.222.155,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
176.125.239.226,443,freedns.controld.dev,HEAD,/,404,,
17.253.126.219,443,usdal4-doh-002.aaplimg.com,HEAD,/,404,,
161.129.152.196,443,dns.maiti.info,HEAD,/,302,,
162.219.50.12,443,dns.cira.ca,HEAD,/,501,,
176.125.239.11,443,freedns.controld.dev,HEAD,/,404,,
176.125.239.45,443,freedns.controld.dev,HEAD,/,404,,
176.125.239.221,443,freedns.controld.dev,HEAD,/,404,,
162.219.50.12,443,dns.test.cira.ca,HEAD,/,501,,
185.243.214.88,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.235.81.3,443,doh.dnslify.com,HEAD,/,404,,
17.253.66.119,443,ausyd2-doh-001.aaplimg.com,HEAD,/,404,,
176.125.239.199,443,dns.controld.dev,HEAD,/,404,,
176.125.239.3,443,dns.controld.dev,HEAD,/,404,,
17.253.4.227,443,doh.dns.apple.com,HEAD,/,404,,
17.253.126.227,443,usdal4-doh-006.b.aaplimg.com,HEAD,/,404,,
17.253.24.247,443,doh.dns.apple.com,HEAD,/,404,,
176.58.90.96,443,dns1-cdg.securd.com,HEAD,/,404,,
176.125.239.235,443,dns.controld.dev,HEAD,/,404,,
176.125.239.5,443,freedns.controld.dev,HEAD,/,404,,
155.138.142.93,443,cubedns.com,HEAD,/,200,,
185.253.5.107,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.213.26.187,443,ny.ahadns.net,HEAD,/,404,,
17.253.12.215,443,doh.dns.apple.com,HEAD,/,404,,
185.253.5.145,443,ams-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.253.5.107,443,ams-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.253.5.145,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
170.176.145.150,443,doh.intouchstaging.com,HEAD,/,200,"Strict-Transport-Security: max-age=31536000; includeSubDomains; preload
Expect-CT: max-age=604800, report-uri=""https://report-uri.cloudflare.com/cdn-cgi/beacon/expect-ct""",
185.253.5.115,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.253.5.103,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.253.5.117,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.253.5.141,443,ams-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.253.5.114,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.253.5.116,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.253.5.116,443,ams-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.253.5.119,443,ams-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.253.5.117,443,ams-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
176.103.130.134,443,dns-unfiltered.adguard.com,HEAD,/,302,,
17.253.124.119,443,usbos3-doh-001.aaplimg.com,HEAD,/,404,,
185.253.5.118,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.253.5.119,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.253.5.118,443,ams-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.253.5.11,443,ams-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
176.58.88.213,443,dns2-lhr.securd.com,HEAD,/,404,,
17.253.124.119,443,doh.dns.apple.com,HEAD,/,404,,
185.253.5.121,443,ams-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.253.5.143,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.253.5.11,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.253.5.120,443,ams-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.253.5.135,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.253.5.122,443,ams-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.253.5.121,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.253.5.114,443,ams-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.253.5.122,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.253.5.12,443,ams-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
176.125.239.21,443,dns.controld.dev,HEAD,/,404,,
185.253.5.128,443,ams-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.253.5.127,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
176.125.239.200,443,freedns.controld.dev,HEAD,/,404,,
185.253.5.133,443,ams-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.253.5.124,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.253.5.123,443,ams-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.253.5.12,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.253.5.136,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
176.125.239.234,443,freedns.controld.dev,HEAD,/,404,,
185.253.5.129,443,ams-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
176.125.239.236,443,dns.controld.dev,HEAD,/,404,,
176.125.239.246,443,dns.controld.dev,HEAD,/,404,,
176.9.239.181,443,doh.papraco.com,HEAD,/,400,,
185.233.105.212,443,dns2.kapite.in,HEAD,/,302,,
185.233.106.232,443,ns1.dnshome.de,HEAD,/,302,,
17.253.96.119,443,usewr1-doh-001.aaplimg.com,HEAD,/,404,,
162.19.129.21,443,dns.b33.network,HEAD,/,302,,
176.31.136.161,443,dns.dev.liberador.net,HEAD,/,400,,
176.103.130.130,443,dns-family.adguard.com,HEAD,/,302,,
162.19.129.20,443,dns.b33.space,HEAD,/,302,,
185.253.5.139,443,ams-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
176.125.239.63,443,dns.controld.dev,HEAD,/,404,,
185.189.72.134,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
176.125.239.57,443,dns.controld.dev,HEAD,/,404,,
193.105.244.231,443,dns.te3.cc,HEAD,/,302,,
173.255.211.87,443,dns2.chance.link,HEAD,/,302,,
17.253.126.219,443,usdal4-doh-002.b.aaplimg.com,HEAD,/,404,,
170.10.152.54,443,doh.mimecast.com,HEAD,/,404,,
185.253.5.138,443,ams-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.229.20.47,443,mydns.stack31.com,HEAD,/,404,,
185.253.5.109,443,ams-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.253.5.146,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.253.5.10,443,ams-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.253.5.146,443,ams-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
178.62.219.158,443,doh1.oniprojekt.ninja,HEAD,/,404,,
185.240.84.237,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.253.5.104,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.253.5.110,443,ams-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.253.5.120,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.253.5.102,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.253.5.106,443,ams-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
158.101.98.125,443,dns.52306.org,HEAD,/,302,,
185.253.5.13,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.253.5.147,443,ams-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.229.251.250,443,2dns.duckdns.org,HEAD,/,302,,
185.253.5.149,443,ams-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.253.5.110,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.253.5.148,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.253.5.115,443,ams-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
176.58.88.213,443,dns.securd.com,HEAD,/,404,,
185.253.5.125,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.253.5.147,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
17.253.96.247,443,doh.dns.apple.com,HEAD,/,404,,
185.253.5.148,443,ams-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.204.0.216,443,an81.ddns.net,HEAD,/,302,,
20.205.3.4,443,dns.iblockads.net,HEAD,/,302,,
185.253.5.151,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.253.5.14,443,ams-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
178.22.122.100,443,dns.shecan.ir,HEAD,/,404,,
185.253.5.204,443,ams-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.253.5.100,443,ams-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.253.5.149,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.253.5.152,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.253.5.139,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.253.5.152,443,ams-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.253.5.14,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.253.5.101,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.253.5.150,443,ams-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.253.5.0,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.253.5.150,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.253.5.206,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
176.125.239.249,443,freedns.controld.dev,HEAD,/,404,,
17.253.56.213,443,doh.dns.apple.com,HEAD,/,404,,
152.70.58.190,443,adguard-home.myddns.me,HEAD,/,302,,
185.253.5.204,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.253.5.205,443,ams-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.253.5.154,443,ams-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.253.5.207,443,ams-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
